Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.3810          -4.0882      -7.1799       3.0917   531.5
2.3820          -4.0944      -7.1680       3.0736   528.4
2.3830          -4.1037      -7.1568       3.0531   524.9
2.3840          -4.1039      -7.1467       3.0428   523.1
2.3850          -4.0783      -7.1380       3.0597   526.0
2.3860          -4.0749      -7.1310       3.0561   525.4
2.3870          -4.0738      -7.1256       3.0518   524.7
2.3880          -4.0499      -7.1218       3.0719   528.1
2.3890          -4.0573      -7.1190       3.0617   526.4
2.3900          -4.0658      -7.1179       3.0521   524.7
2.3910          -4.0801      -7.1180       3.0379   522.3
2.3920          -4.0767      -7.1195       3.0428   523.1
2.3930          -4.0927      -7.1224       3.0297   520.9
2.3940          -4.0905      -7.1263       3.0358   521.9
2.3950          -4.0984      -7.1310       3.0327   521.4
2.3960          -4.0915      -7.1373       3.0458   523.6
2.3970          -4.0720      -7.1448       3.0727   528.3
2.3980          -4.0676      -7.1538       3.0863   530.6
2.3990          -4.0885      -7.1637       3.0751   528.7
2.4000          -4.0860      -7.1744       3.0884   531.0
2.4010          -4.0989      -7.1858       3.0869   530.7
2.4020          -4.1150      -7.1978       3.0828   530.0
2.4030          -4.1465      -7.2103       3.0638   526.7
2.4040          -4.1479      -7.2232       3.0753   528.7
2.4050          -4.1593      -7.2368       3.0775   529.1
2.4060          -4.1844      -7.2505       3.0661   527.1
2.4070          -4.2104      -7.2639       3.0534   524.9
2.4080          -4.2072      -7.2769       3.0696   527.7
2.4090          -4.2169      -7.2892       3.0723   528.2
2.4100          -4.2408      -7.3010       3.0601   526.1
2.4110          -4.2339      -7.3123       3.0784   529.2
2.4120          -4.2452      -7.3232       3.0780   529.2
2.4130          -4.2465      -7.3333       3.0868   530.7
2.4140          -4.2635      -7.3428       3.0793   529.4
2.4150          -4.2408      -7.3516       3.1108   534.8
2.4160          -4.2656      -7.3600       3.0943   532.0
2.4170          -4.2565      -7.3677       3.1113   534.9
2.4180          -4.2272      -7.3751       3.1479   541.2
2.4190          -4.1987      -7.3823       3.1836   547.3
2.4200          -4.1925      -7.3895       3.1971   549.6
2.4210          -4.1951      -7.3968       3.2017   550.4
2.4220          -4.1884      -7.4036       3.2151   552.7
2.4230          -4.2078      -7.4109       3.2032   550.7
2.4240          -4.2308      -7.4186       3.1879   548.1
2.4250          -4.2278      -7.4268       3.1990   550.0
2.4260          -4.2268      -7.4353       3.2085   551.6
2.4270          -4.2214      -7.4444       3.2230   554.1
2.4280          -4.2598      -7.4538       3.1939   549.1
2.4290          -4.2476      -7.4635       3.2159   552.9
2.4300          -4.2275      -7.4738       3.2463   558.1
2.4310          -4.2126      -7.4847       3.2721   562.5
2.4320          -4.2260      -7.4962       3.2702   562.2
2.4330          -4.2272      -7.5087       3.2816   564.2
2.4340          -4.2296      -7.5221       3.2925   566.0
2.4350          -4.2609      -7.5360       3.2751   563.1
2.4360          -4.2690      -7.5504       3.2813   564.1
2.4370          -4.2691      -7.5650       3.2959   566.6
2.4380          -4.3041      -7.5794       3.2753   563.1
2.4390          -4.2673      -7.5941       3.3269   572.0
2.4400          -4.2500      -7.6091       3.3590   577.5
2.4410          -4.2580      -7.6236       3.3655   578.6
2.4420          -4.2724      -7.6375       3.3651   578.5
2.4430          -4.2878      -7.6510       3.3633   578.2
2.4440          -4.3052      -7.6641       3.3590   577.5
2.4450          -4.2808      -7.6766       3.3959   583.8
2.4460          -4.2629      -7.6886       3.4257   588.9
2.4470          -4.2427      -7.6996       3.4569   594.3
2.4480          -4.2493      -7.7093       3.4600   594.8
2.4490          -4.2572      -7.7182       3.4610   595.0
2.4500          -4.2917      -7.7258       3.4341   590.4
2.4510          -4.3025      -7.7319       3.4294   589.6
2.4520          -4.3134      -7.7368       3.4234   588.5
2.4530          -4.3277      -7.7403       3.4126   586.7
2.4540          -4.3237      -7.7420       3.4183   587.7
2.4550          -4.3123      -7.7419       3.4296   589.6
2.4560          -4.2649      -7.7401       3.4751   597.4
2.4570          -4.2511      -7.7366       3.4854   599.2
2.4580          -4.2297      -7.7316       3.5018   602.0
2.4590          -4.2369      -7.7244       3.4874   599.6
2.4600          -4.2426      -7.7154       3.4728   597.0
2.4610          -4.2354      -7.7047       3.4693   596.4
2.4620          -4.2558      -7.6919       3.4361   590.7
2.4630          -4.2415      -7.6773       3.4358   590.7
2.4640          -4.2499      -7.6610       3.4110   586.4
2.4650          -4.2423      -7.6431       3.4008   584.7
2.4660          -4.2693      -7.6240       3.3546   576.7
2.4670          -4.2617      -7.6034       3.3417   574.5
2.4680          -4.2645      -7.5814       3.3169   570.2
2.4690          -4.2576      -7.5580       3.3004   567.4
2.4700          -4.2432      -7.5340       3.2908   565.8
2.4710          -4.2600      -7.5092       3.2492   558.6
2.4720          -4.2568      -7.4836       3.2268   554.8
2.4730          -4.2699      -7.4574       3.1875   548.0
2.4740          -4.3003      -7.4309       3.1307   538.2
2.4750          -4.3059      -7.4041       3.0982   532.6
2.4760          -4.2954      -7.3774       3.0820   529.9
2.4770          -4.3171      -7.3513       3.0342   521.6
2.4780          -4.3307      -7.3256       2.9949   514.9
2.4790          -4.3516      -7.3006       2.9490   507.0
2.4800          -4.3626      -7.2765       2.9139   501.0
2.4810          -4.3907      -7.2535       2.8628   492.2
2.4820          -4.3826      -7.2315       2.8489   489.8
2.4830          -4.3951      -7.2113       2.8162   484.2
2.4840          -4.4142      -7.1932       2.7790   477.8
2.4850          -4.3912      -7.1774       2.7862   479.0
2.4860          -4.3755      -7.1632       2.7877   479.3
2.4870          -4.4004      -7.1522       2.7518   473.1
2.4880          -4.3923      -7.1445       2.7523   473.2
2.4890          -4.3846      -7.1397       2.7551   473.7
2.4900          -4.3889      -7.1380       2.7491   472.6
2.4910          -4.4108      -7.1393       2.7285   469.1
2.4920          -4.4137      -7.1433       2.7296   469.3
2.4930          -4.4203      -7.1500       2.7297   469.3
2.4940          -4.4326      -7.1602       2.7276   468.9
2.4950          -4.4079      -7.1723       2.7644   475.3
2.4960          -4.3964      -7.1868       2.7905   479.7
2.4970          -4.3862      -7.2032       2.8169   484.3
2.4980          -4.3693      -7.2215       2.8523   490.4
2.4990          -4.3390      -7.2418       2.9028   499.0
2.5000          -4.3343      -7.2636       2.9293   503.6
2.5010          -4.3515      -7.2866       2.9351   504.6
2.5020          -4.3655      -7.3104       2.9450   506.3
2.5030          -4.4061      -7.3345       2.9284   503.4
2.5040          -4.3848      -7.3586       2.9738   511.3
2.5050          -4.3977      -7.3835       2.9858   513.3
2.5060          -4.4111      -7.4090       2.9979   515.4
2.5070          -4.4191      -7.4355       3.0165   518.6
2.5080          -4.4586      -7.4623       3.0037   516.4
2.5090          -4.4703      -7.4889       3.0185   518.9
2.5100          -4.4573      -7.5157       3.0583   525.8
2.5110          -4.4403      -7.5421       3.1018   533.3
2.5120          -4.4089      -7.5682       3.1594   543.2
2.5130          -4.4303      -7.5941       3.1638   543.9
2.5140          -4.4249      -7.6196       3.1947   549.2
2.5150          -4.4306      -7.6444       3.2138   552.5
2.5160          -4.4407      -7.6684       3.2277   554.9
2.5170          -4.4644      -7.6916       3.2272   554.8
2.5180          -4.4787      -7.7142       3.2355   556.2
2.5190          -4.4588      -7.7361       3.2773   563.4
2.5200          -4.4696      -7.7569       3.2873   565.2
2.5210          -4.4905      -7.7761       3.2856   564.9
2.5220          -4.5087      -7.7942       3.2855   564.8
2.5230          -4.4886      -7.8109       3.3223   571.2
2.5240          -4.4830      -7.8260       3.3430   574.7
2.5250          -4.4650      -7.8396       3.3746   580.2
2.5260          -4.4850      -7.8516       3.3666   578.8
2.5270          -4.5078      -7.8619       3.3541   576.6
2.5280          -4.5091      -7.8704       3.3613   577.9
2.5290          -4.5246      -7.8775       3.3529   576.4
2.5300          -4.4969      -7.8825       3.3857   582.1
2.5310          -4.4988      -7.8861       3.3873   582.3
2.5320          -4.5109      -7.8883       3.3773   580.6
2.5330          -4.5158      -7.8891       3.3733   579.9
2.5340          -4.5378      -7.8890       3.3512   576.1
2.5350          -4.5176      -7.8876       3.3700   579.4
2.5360          -4.5063      -7.8851       3.3788   580.9
2.5370          -4.4778      -7.8812       3.4034   585.1
2.5380          -4.4714      -7.8756       3.4042   585.3
2.5390          -4.4752      -7.8687       3.3934   583.4
2.5400          -4.4682      -7.8608       3.3926   583.3
2.5410          -4.4737      -7.8519       3.3782   580.8
2.5420          -4.4614      -7.8417       3.3803   581.1
2.5430          -4.4297      -7.8305       3.4009   584.7
2.5440          -4.4322      -7.8186       3.3864   582.2
2.5450          -4.4374      -7.8061       3.3687   579.1
2.5460          -4.4273      -7.7930       3.3657   578.6
2.5470          -4.4516      -7.7795       3.3279   572.1
2.5480          -4.4612      -7.7654       3.3042   568.1
2.5490          -4.4869      -7.7508       3.2639   561.1
2.5500          -4.4640      -7.7355       3.2715   562.4
2.5510          -4.4352      -7.7199       3.2847   564.7
2.5520          -4.4488      -7.7045       3.2557   559.7
2.5530          -4.4614      -7.6890       3.2276   554.9
2.5540          -4.4711      -7.6731       3.2020   550.5
2.5550          -4.4566      -7.6571       3.2005   550.2
2.5560          -4.4731      -7.6412       3.1681   544.7
2.5570          -4.4948      -7.6250       3.1302   538.1
2.5580          -4.5220      -7.6091       3.0871   530.7
2.5590          -4.5291      -7.5937       3.0645   526.9
2.5600          -4.5637      -7.5781       3.0144   518.2
2.5610          -4.5374      -7.5629       3.0255   520.1
2.5620          -4.5364      -7.5480       3.0115   517.7
2.5630          -4.5379      -7.5333       2.9953   515.0
2.5640          -4.5707      -7.5189       2.9482   506.9
2.5650          -4.5577      -7.5047       2.9470   506.6
2.5660          -4.5442      -7.4908       2.9466   506.6
2.5670          -4.5433      -7.4771       2.9339   504.4
2.5680          -4.5624      -7.4637       2.9014   498.8
2.5690          -4.5894      -7.4511       2.8617   492.0
2.5700          -4.6047      -7.4392       2.8344   487.3
2.5710          -4.6061      -7.4281       2.8220   485.1
2.5720          -4.6110      -7.4176       2.8066   482.5
2.5730          -4.6115      -7.4084       2.7969   480.8
2.5740          -4.6187      -7.4006       2.7819   478.3
2.5750          -4.5921      -7.3936       2.8015   481.6
2.5760          -4.6036      -7.3873       2.7837   478.6
2.5770          -4.6037      -7.3816       2.7778   477.6
2.5780          -4.6195      -7.3769       2.7573   474.0
2.5790          -4.6261      -7.3729       2.7468   472.2
2.5800          -4.6254      -7.3698       2.7444   471.8
2.5810          -4.6054      -7.3678       2.7624   474.9
2.5820          -4.6161      -7.3673       2.7513   473.0
2.5830          -4.6068      -7.3688       2.7620   474.8
2.5840          -4.6081      -7.3716       2.7635   475.1
2.5850          -4.6137      -7.3761       2.7624   474.9
2.5860          -4.6375      -7.3816       2.7441   471.8
2.5870          -4.6696      -7.3880       2.7184   467.4
2.5880          -4.6768      -7.3953       2.7185   467.4
2.5890          -4.6863      -7.4031       2.7167   467.1
2.5900          -4.6783      -7.4115       2.7332   469.9
2.5910          -4.6775      -7.4210       2.7434   471.7
2.5920          -4.6873      -7.4311       2.7438   471.7
2.5930          -4.7222      -7.4414       2.7191   467.5
2.5940          -4.7270      -7.4523       2.7253   468.5
2.5950          -4.7408      -7.4639       2.7230   468.1
2.5960          -4.7541      -7.4759       2.7219   467.9
2.5970          -4.7364      -7.4881       2.7517   473.1
2.5980          -4.7493      -7.5007       2.7514   473.0
2.5990          -4.7536      -7.5134       2.7598   474.5
2.6000          -4.7504      -7.5258       2.7753   477.1
2.6010          -4.7675      -7.5374       2.7700   476.2
2.6020          -4.7594      -7.5488       2.7894   479.5
2.6030          -4.7854      -7.5593       2.7739   476.9
2.6040          -4.8027      -7.5696       2.7669   475.7
2.6050          -4.8004      -7.5796       2.7791   477.8
2.6060          -4.7927      -7.5893       2.7966   480.8
2.6070          -4.8070      -7.5987       2.7917   479.9
2.6080          -4.8263      -7.6072       2.7809   478.1
2.6090          -4.8519      -7.6151       2.7633   475.1
2.6100          -4.8379      -7.6223       2.7844   478.7
2.6110          -4.8360      -7.6290       2.7930   480.2
2.6120          -4.8208      -7.6351       2.8143   483.8
2.6130          -4.8578      -7.6406       2.7829   478.4
2.6140          -4.8628      -7.6455       2.7827   478.4
2.6150          -4.8595      -7.6501       2.7906   479.8
2.6160          -4.8589      -7.6539       2.7950   480.5
2.6170          -4.8325      -7.6574       2.8249   485.7
2.6180          -4.8221      -7.6604       2.8382   487.9
2.6190          -4.8465      -7.6629       2.8164   484.2
2.6200          -4.8759      -7.6652       2.7894   479.5
2.6210          -4.8658      -7.6668       2.8009   481.5
2.6220          -4.8495      -7.6676       2.8180   484.5
2.6230          -4.8568      -7.6675       2.8107   483.2
2.6240          -4.8503      -7.6668       2.8165   484.2
2.6250          -4.8767      -7.6656       2.7888   479.5
2.6260          -4.8869      -7.6638       2.7769   477.4
2.6270          -4.8790      -7.6615       2.7824   478.3
2.6280          -4.8776      -7.6590       2.7814   478.2
2.6290          -4.8992      -7.6559       2.7568   473.9
2.6300          -4.8995      -7.6525       2.7530   473.3
2.6310          -4.8663      -7.6484       2.7821   478.3
2.6320          -4.8815      -7.6437       2.7621   474.9
2.6330          -4.8762      -7.6383       2.7621   474.9
2.6340          -4.8957      -7.6325       2.7368   470.5
2.6350          -4.9094      -7.6261       2.7167   467.1
2.6360          -4.9039      -7.6192       2.7152   466.8
2.6370          -4.9255      -7.6118       2.6863   461.8
2.6380          -4.9350      -7.6043       2.6693   458.9
2.6390          -4.8945      -7.5967       2.7022   464.6
2.6400          -4.9150      -7.5890       2.6740   459.7
2.6410          -4.8937      -7.5814       2.6877   462.1
2.6420          -4.8844      -7.5736       2.6892   462.3
2.6430          -4.8804      -7.5654       2.6850   461.6
2.6440          -4.8647      -7.5573       2.6926   462.9
2.6450          -4.8949      -7.5492       2.6543   456.3
2.6460          -4.8563      -7.5411       2.6848   461.6
2.6470          -4.8619      -7.5325       2.6706   459.1
2.6480          -4.8885      -7.5234       2.6348   453.0
2.6490          -4.8999      -7.5141       2.6142   449.4
2.6500          -4.8870      -7.5049       2.6179   450.1
2.6510          -4.8712      -7.4952       2.6240   451.1
2.6520          -4.8615      -7.4854       2.6238   451.1
2.6530          -4.8410      -7.4754       2.6345   452.9
2.6540          -4.8174      -7.4651       2.6477   455.2
2.6550          -4.7994      -7.4545       2.6550   456.5
2.6560          -4.8112      -7.4436       2.6323   452.6
2.6570          -4.7918      -7.4325       2.6408   454.0
2.6580          -4.7881      -7.4219       2.6339   452.8
2.6590          -4.7597      -7.4113       2.6516   455.9
2.6600          -4.7598      -7.4005       2.6408   454.0
2.6610          -4.7664      -7.3899       2.6234   451.0
2.6620          -4.7605      -7.3792       2.6187   450.2
2.6630          -4.7831      -7.3688       2.5857   444.5
2.6640          -4.7924      -7.3588       2.5664   441.2
2.6650          -4.7689      -7.3490       2.5801   443.6
2.6660          -4.7454      -7.3393       2.5939   445.9
2.6670          -4.7414      -7.3299       2.5885   445.0
2.6680          -4.7389      -7.3209       2.5820   443.9
2.6690          -4.7356      -7.3122       2.5766   443.0
2.6700          -4.7333      -7.3039       2.5706   441.9
2.6710          -4.7477      -7.2960       2.5483   438.1
2.6720          -4.7337      -7.2887       2.5550   439.3
2.6730          -4.7279      -7.2817       2.5537   439.0
2.6740          -4.7376      -7.2749       2.5374   436.2
2.6750          -4.7398      -7.2688       2.5289   434.8
2.6760          -4.7605      -7.2629       2.5024   430.2
2.6770          -4.7790      -7.2576       2.4786   426.1
2.6780          -4.7827      -7.2524       2.4697   424.6
2.6790          -4.7805      -7.2478       2.4673   424.2
2.6800          -4.7838      -7.2436       2.4598   422.9
2.6810          -4.8035      -7.2401       2.4366   418.9
2.6820          -4.8024      -7.2373       2.4349   418.6
2.6830          -4.8029      -7.2352       2.4322   418.1
2.6840          -4.8029      -7.2338       2.4309   417.9
2.6850          -4.8134      -7.2335       2.4201   416.1
2.6860          -4.8521      -7.2344       2.3823   409.6
2.6870          -4.8498      -7.2364       2.3867   410.3
2.6880          -4.8765      -7.2395       2.3630   406.2
2.6890          -4.8926      -7.2441       2.3515   404.3
2.6900          -4.8421      -7.2498       2.4076   413.9
2.6910          -4.8446      -7.2567       2.4121   414.7
2.6920          -4.8304      -7.2649       2.4345   418.5
2.6930          -4.8416      -7.2741       2.4325   418.2
2.6940          -4.8297      -7.2841       2.4544   422.0
2.6950          -4.8378      -7.2950       2.4572   422.4
2.6960          -4.8257      -7.3067       2.4810   426.5
2.6970          -4.8396      -7.3187       2.4791   426.2
2.6980          -4.8346      -7.3311       2.4965   429.2
2.6990          -4.8372      -7.3440       2.5068   431.0
2.7000          -4.8173      -7.3571       2.5398   436.6
2.7010          -4.8222      -7.3704       2.5483   438.1
2.7020          -4.8149      -7.3840       2.5691   441.7
2.7030          -4.7842      -7.3981       2.6139   449.4
2.7040          -4.8057      -7.4126       2.6070   448.2
2.7050          -4.7962      -7.4274       2.6312   452.3
2.7060          -4.7995      -7.4422       2.6426   454.3
2.7070          -4.7814      -7.4564       2.6751   459.9
2.7080          -4.7491      -7.4708       2.7217   467.9
2.7090          -4.7903      -7.4850       2.6947   463.3
2.7100          -4.8006      -7.4988       2.6982   463.9
2.7110          -4.8115      -7.5122       2.7006   464.3
2.7120          -4.7988      -7.5250       2.7263   468.7
2.7130          -4.7862      -7.5377       2.7515   473.0
2.7140          -4.8011      -7.5501       2.7490   472.6
2.7150          -4.7896      -7.5622       2.7726   476.7
2.7160          -4.7828      -7.5740       2.7912   479.9
2.7170          -4.7887      -7.5854       2.7968   480.8
2.7180          -4.8138      -7.5966       2.7828   478.4
2.7190          -4.8172      -7.6077       2.7905   479.7
2.7200          -4.8395      -7.6184       2.7790   477.8
2.7210          -4.8154      -7.6287       2.8133   483.7
2.7220          -4.7694      -7.6382       2.8688   493.2
2.7230          -4.7970      -7.6473       2.8503   490.0
2.7240          -4.7868      -7.6563       2.8695   493.3
2.7250          -4.7870      -7.6649       2.8780   494.8
2.7260          -4.7755      -7.6728       2.8973   498.1
2.7270          -4.7933      -7.6801       2.8868   496.3
2.7280          -4.8070      -7.6870       2.8799   495.1
2.7290          -4.7901      -7.6934       2.9033   499.1
2.7300          -4.7566      -7.6993       2.9428   505.9
2.7310          -4.7654      -7.7048       2.9394   505.3
2.7320          -4.7876      -7.7096       2.9221   502.4
2.7330          -4.8141      -7.7137       2.8996   498.5
2.7340          -4.8045      -7.7176       2.9130   500.8
2.7350          -4.7938      -7.7212       2.9274   503.3
2.7360          -4.8015      -7.7243       2.9228   502.5
2.7370          -4.8035      -7.7271       2.9235   502.6
2.7380          -4.7928      -7.7297       2.9369   504.9
2.7390          -4.8083      -7.7321       2.9238   502.7
2.7400          -4.8305      -7.7339       2.9033   499.1
2.7410          -4.8179      -7.7351       2.9172   501.5
2.7420          -4.8141      -7.7360       2.9219   502.3
2.7430          -4.7897      -7.7365       2.9468   506.6
2.7440          -4.8173      -7.7369       2.9196   501.9
2.7450          -4.8607      -7.7374       2.8767   494.6
2.7460          -4.8784      -7.7378       2.8595   491.6
2.7470          -4.8775      -7.7382       2.8606   491.8
2.7480          -4.8730      -7.7386       2.8655   492.6
2.7490          -4.8748      -7.7394       2.8646   492.5
2.7500          -4.8627      -7.7400       2.8773   494.7
2.7510          -4.8924      -7.7411       2.8487   489.7
2.7520          -4.8891      -7.7424       2.8533   490.5
2.7530          -4.8923      -7.7442       2.8519   490.3
2.7540          -4.9105      -7.7462       2.8357   487.5
2.7550          -4.9103      -7.7486       2.8383   488.0
2.7560          -4.9099      -7.7512       2.8413   488.5
2.7570          -4.8984      -7.7541       2.8557   491.0
2.7580          -4.9016      -7.7573       2.8557   490.9
2.7590          -4.9086      -7.7613       2.8526   490.4
2.7600          -4.9000      -7.7657       2.8657   492.7
2.7610          -4.9007      -7.7707       2.8700   493.4
2.7620          -4.9139      -7.7761       2.8622   492.1
2.7630          -4.9364      -7.7817       2.8453   489.2
2.7640          -4.9397      -7.7878       2.8480   489.6
2.7650          -4.9544      -7.7940       2.8396   488.2
2.7660          -4.9628      -7.8002       2.8374   487.8
2.7670          -4.9649      -7.8072       2.8422   488.6
2.7680          -4.9918      -7.8140       2.8223   485.2
2.7690          -5.0368      -7.8210       2.7842   478.7
2.7700          -5.0328      -7.8281       2.7953   480.6
2.7710          -5.0296      -7.8348       2.8052   482.3
2.7720          -5.0420      -7.8413       2.7993   481.3
2.7730          -5.0410      -7.8476       2.8066   482.5
2.7740          -5.0422      -7.8534       2.8112   483.3
2.7750          -5.0307      -7.8590       2.8283   486.2
2.7760          -5.0313      -7.8641       2.8328   487.0
2.7770          -5.0181      -7.8685       2.8504   490.0
2.7780          -5.0194      -7.8722       2.8528   490.5
2.7790          -5.0180      -7.8752       2.8572   491.2
2.7800          -5.0241      -7.8777       2.8536   490.6
2.7810          -5.0220      -7.8798       2.8578   491.3
2.7820          -4.9834      -7.8813       2.8979   498.2
2.7830          -5.0032      -7.8820       2.8788   494.9
2.7840          -4.9794      -7.8818       2.9024   499.0
2.7850          -5.0063      -7.8809       2.8746   494.2
2.7860          -5.0279      -7.8796       2.8516   490.2
2.7870          -5.0314      -7.8775       2.8461   489.3
2.7880          -5.0444      -7.8751       2.8306   486.6
2.7890          -5.0256      -7.8722       2.8467   489.4
2.7900          -5.0175      -7.8694       2.8519   490.3
2.7910          -4.9852      -7.8665       2.8813   495.3
2.7920          -4.9846      -7.8634       2.8787   494.9
2.7930          -5.0000      -7.8604       2.8604   491.8
2.7940          -4.9684      -7.8574       2.8891   496.7
2.7950          -4.9693      -7.8550       2.8857   496.1
2.7960          -5.0029      -7.8529       2.8500   490.0
2.7970          -4.9887      -7.8511       2.8624   492.1
2.7980          -5.0061      -7.8496       2.8435   488.8
2.7990          -5.0012      -7.8487       2.8475   489.5
2.8000          -4.9749      -7.8484       2.8735   494.0
2.8010          -4.9788      -7.8484       2.8696   493.3
2.8020          -5.0228      -7.8490       2.8262   485.9
2.8030          -5.0394      -7.8496       2.8102   483.1
2.8040          -5.0489      -7.8507       2.8018   481.7
2.8050          -5.0591      -7.8526       2.7936   480.3
2.8060          -5.0540      -7.8553       2.8013   481.6
2.8070          -5.0673      -7.8586       2.7912   479.9
2.8080          -5.0558      -7.8624       2.8066   482.5
2.8090          -5.0619      -7.8664       2.8045   482.1
2.8100          -5.0753      -7.8709       2.7956   480.6
2.8110          -5.0625      -7.8760       2.8135   483.7
2.8120          -5.0851      -7.8819       2.7969   480.8
2.8130          -5.0959      -7.8878       2.7918   480.0
2.8140          -5.1193      -7.8937       2.7744   477.0
2.8150          -5.1039      -7.8996       2.7958   480.6
2.8160          -5.1037      -7.9054       2.8017   481.7
2.8170          -5.0843      -7.9115       2.8272   486.1
2.8180          -5.0866      -7.9171       2.8305   486.6
2.8190          -5.0873      -7.9219       2.8346   487.3
2.8200          -5.0800      -7.9263       2.8464   489.3
2.8210          -5.0885      -7.9306       2.8421   488.6
2.8220          -5.0982      -7.9346       2.8364   487.6
2.8230          -5.0855      -7.9382       2.8527   490.4
2.8240          -5.0834      -7.9414       2.8580   491.4
2.8250          -5.0883      -7.9441       2.8558   491.0
2.8260          -5.1099      -7.9458       2.8359   487.5
2.8270          -5.1283      -7.9467       2.8185   484.6
2.8280          -5.1405      -7.9470       2.8065   482.5
2.8290          -5.1341      -7.9468       2.8126   483.5
2.8300          -5.1342      -7.9463       2.8122   483.5
2.8310          -5.1810      -7.9455       2.7645   475.3
2.8320          -5.1852      -7.9441       2.7589   474.3
2.8330          -5.1829      -7.9420       2.7592   474.4
2.8340          -5.1683      -7.9393       2.7710   476.4
2.8350          -5.1737      -7.9362       2.7626   474.9
2.8360          -5.1619      -7.9328       2.7709   476.4
2.8370          -5.1643      -7.9294       2.7651   475.4
2.8380          -5.1364      -7.9257       2.7893   479.5
2.8390          -5.1243      -7.9220       2.7977   481.0
2.8400          -5.1489      -7.9181       2.7692   476.1
2.8410          -5.1554      -7.9145       2.7591   474.3
2.8420          -5.1455      -7.9111       2.7656   475.5
2.8430          -5.1464      -7.9079       2.7615   474.8
2.8440          -5.1627      -7.9044       2.7418   471.4
2.8450          -5.1624      -7.9008       2.7384   470.8
2.8460          -5.1584      -7.8973       2.7389   470.9
2.8470          -5.1648      -7.8941       2.7292   469.2
2.8480          -5.1615      -7.8908       2.7293   469.2
2.8490          -5.1652      -7.8873       2.7222   468.0
2.8500          -5.1588      -7.8841       2.7252   468.5
2.8510          -5.1680      -7.8811       2.7131   466.4
2.8520          -5.1666      -7.8786       2.7120   466.3
2.8530          -5.1716      -7.8757       2.7041   464.9
2.8540          -5.2002      -7.8725       2.6724   459.4
2.8550          -5.2006      -7.8696       2.6689   458.8
2.8560          -5.1852      -7.8671       2.6819   461.1
2.8570          -5.1917      -7.8644       2.6727   459.5
2.8580          -5.1914      -7.8615       2.6701   459.0
2.8590          -5.1837      -7.8582       2.6745   459.8
2.8600          -5.1862      -7.8547       2.6686   458.8
2.8610          -5.1945      -7.8511       2.6565   456.7
2.8620          -5.1645      -7.8468       2.6823   461.1
2.8630          -5.1758      -7.8421       2.6662   458.4
2.8640          -5.1604      -7.8365       2.6762   460.1
2.8650          -5.1497      -7.8301       2.6804   460.8
2.8660          -5.1653      -7.8231       2.6578   456.9
2.8670          -5.1314      -7.8154       2.6839   461.4
2.8680          -5.1358      -7.8064       2.6707   459.1
2.8690          -5.1182      -7.7963       2.6781   460.4
2.8700          -5.0844      -7.7852       2.7008   464.3
2.8710          -5.1034      -7.7727       2.6693   458.9
2.8720          -5.0950      -7.7594       2.6644   458.1
2.8730          -5.0864      -7.7449       2.6585   457.1
2.8740          -5.0704      -7.7294       2.6591   457.1
2.8750          -5.0580      -7.7129       2.6549   456.4
2.8760          -5.0576      -7.6950       2.6374   453.4
2.8770          -5.0612      -7.6759       2.6147   449.5
2.8780          -5.0312      -7.6557       2.6244   451.2
2.8790          -5.0251      -7.6346       2.6095   448.6
2.8800          -5.0367      -7.6128       2.5761   442.9
2.8810          -5.0308      -7.5905       2.5598   440.1
2.8820          -5.0195      -7.5679       2.5485   438.1
2.8830          -5.0323      -7.5449       2.5125   432.0
2.8840          -5.0214      -7.5221       2.5007   429.9
2.8850          -5.0119      -7.4995       2.4877   427.7
2.8860          -4.9967      -7.4777       2.4810   426.5
2.8870          -5.0151      -7.4568       2.4417   419.8
2.8880          -5.0090      -7.4367       2.4277   417.4
2.8890          -5.0052      -7.4181       2.4129   414.8
2.8900          -4.9843      -7.4007       2.4164   415.4
2.8910          -4.9791      -7.3851       2.4060   413.6
2.8920          -4.9880      -7.3717       2.3836   409.8
2.8930          -4.9922      -7.3602       2.3680   407.1
2.8940          -5.0062      -7.3513       2.3451   403.2
2.8950          -5.0152      -7.3453       2.3302   400.6
2.8960          -5.0418      -7.3424       2.3006   395.5
2.8970          -5.0240      -7.3422       2.3181   398.5
2.8980          -5.0087      -7.3449       2.3362   401.6
2.8990          -5.0047      -7.3507       2.3460   403.3
2.9000          -4.9876      -7.3591       2.3715   407.7
2.9010          -4.9916      -7.3701       2.3785   408.9
2.9020          -4.9994      -7.3848       2.3854   410.1
2.9030          -5.0260      -7.4020       2.3760   408.5
2.9040          -5.0255      -7.4217       2.3962   412.0
2.9050          -5.0295      -7.4436       2.4140   415.0
2.9060          -5.0192      -7.4682       2.4489   421.0
2.9070          -5.0375      -7.4946       2.4571   422.4
2.9080          -5.0503      -7.5225       2.4722   425.0
2.9090          -5.0540      -7.5518       2.4978   429.4
2.9100          -5.0303      -7.5826       2.5522   438.8
2.9110          -5.0324      -7.6145       2.5821   443.9
2.9120          -5.0274      -7.6469       2.6195   450.3
2.9130          -5.0217      -7.6807       2.6590   457.1
2.9140          -5.0176      -7.7152       2.6977   463.8
2.9150          -5.0364      -7.7496       2.7132   466.4
2.9160          -5.0282      -7.7839       2.7557   473.7
2.9170          -5.0354      -7.8176       2.7821   478.3
