Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.7680          -1.4846      -6.4921       5.0075   860.9
1.7690          -1.4761      -6.4822       5.0061   860.6
1.7700          -1.4971      -6.4717       4.9747   855.2
1.7710          -1.4737      -6.4608       4.9871   857.4
1.7720          -1.4796      -6.4497       4.9700   854.4
1.7730          -1.5013      -6.4382       4.9369   848.8
1.7740          -1.4784      -6.4264       4.9480   850.7
1.7750          -1.4819      -6.4136       4.9317   847.9
1.7760          -1.4947      -6.4000       4.9053   843.3
1.7770          -1.4564      -6.3851       4.9287   847.3
1.7780          -1.4758      -6.3693       4.8935   841.3
1.7790          -1.5062      -6.3529       4.8467   833.2
1.7800          -1.5142      -6.3357       4.8216   828.9
1.7810          -1.5287      -6.3182       4.7895   823.4
1.7820          -1.5417      -6.2997       4.7580   818.0
1.7830          -1.5718      -6.2808       4.7089   809.6
1.7840          -1.6038      -6.2609       4.6572   800.7
1.7850          -1.6156      -6.2408       4.6251   795.2
1.7860          -1.5956      -6.2204       4.6248   795.1
1.7870          -1.6103      -6.2002       4.5899   789.1
1.7880          -1.6376      -6.1803       4.5427   781.0
1.7890          -1.6554      -6.1612       4.5058   774.6
1.7900          -1.6791      -6.1429       4.4638   767.4
1.7910          -1.6957      -6.1249       4.4292   761.5
1.7920          -1.6963      -6.1073       4.4110   758.3
1.7930          -1.7184      -6.0908       4.3724   751.7
1.7940          -1.7071      -6.0747       4.3676   750.9
1.7950          -1.6507      -6.0591       4.4083   757.9
1.7960          -1.6216      -6.0439       4.4223   760.3
1.7970          -1.6475      -6.0300       4.3826   753.4
1.7980          -1.6715      -6.0172       4.3457   747.1
1.7990          -1.6730      -6.0059       4.3329   744.9
1.8000          -1.6880      -5.9955       4.3075   740.5
1.8010          -1.7261      -5.9856       4.2595   732.3
1.8020          -1.7322      -5.9760       4.2438   729.6
1.8030          -1.7283      -5.9667       4.2384   728.7
1.8040          -1.7585      -5.9576       4.1991   721.9
1.8050          -1.8066      -5.9494       4.1427   712.2
1.8060          -1.8133      -5.9414       4.1281   709.7
1.8070          -1.8168      -5.9339       4.1171   707.8
1.8080          -1.8120      -5.9269       4.1149   707.4
1.8090          -1.8182      -5.9208       4.1026   705.3
1.8100          -1.8399      -5.9151       4.0753   700.6
1.8110          -1.8304      -5.9099       4.0795   701.3
1.8120          -1.8527      -5.9056       4.0529   696.8
1.8130          -1.8724      -5.9013       4.0288   692.6
1.8140          -1.8731      -5.8972       4.0240   691.8
1.8150          -1.8563      -5.8934       4.0371   694.0
1.8160          -1.8466      -5.8893       4.0427   695.0
1.8170          -1.8423      -5.8851       4.0428   695.0
1.8180          -1.8745      -5.8810       4.0064   688.8
1.8190          -1.8826      -5.8769       3.9943   686.7
1.8200          -1.9057      -5.8729       3.9672   682.0
1.8210          -1.9387      -5.8692       3.9305   675.7
1.8220          -1.9189      -5.8650       3.9461   678.4
1.8230          -1.8969      -5.8611       3.9642   681.5
1.8240          -1.8855      -5.8576       3.9720   682.9
1.8250          -1.9052      -5.8554       3.9502   679.1
1.8260          -1.9225      -5.8538       3.9312   675.9
1.8270          -1.9291      -5.8527       3.9236   674.5
1.8280          -1.9391      -5.8529       3.9138   672.9
1.8290          -1.9750      -5.8541       3.8791   666.9
1.8300          -2.0025      -5.8569       3.8544   662.6
1.8310          -2.0190      -5.8607       3.8416   660.4
1.8320          -2.0410      -5.8655       3.8245   657.5
1.8330          -2.0411      -5.8713       3.8301   658.5
1.8340          -2.0673      -5.8778       3.8105   655.1
1.8350          -2.0929      -5.8846       3.7916   651.8
1.8360          -2.1052      -5.8916       3.7864   651.0
1.8370          -2.0783      -5.8991       3.8208   656.9
1.8380          -2.0674      -5.9064       3.8391   660.0
1.8390          -2.0540      -5.9145       3.8604   663.7
1.8400          -2.0480      -5.9224       3.8744   666.1
1.8410          -2.0763      -5.9300       3.8537   662.5
1.8420          -2.1197      -5.9368       3.8170   656.2
1.8430          -2.1504      -5.9432       3.7927   652.0
1.8440          -2.1785      -5.9496       3.7711   648.3
1.8450          -2.2168      -5.9553       3.7385   642.7
1.8460          -2.1979      -5.9600       3.7621   646.8
1.8470          -2.2644      -5.9638       3.6994   636.0
1.8480          -2.2473      -5.9665       3.7193   639.4
1.8490          -2.2515      -5.9683       3.7168   639.0
1.8500          -2.2222      -5.9691       3.7470   644.2
1.8510          -2.2122      -5.9688       3.7565   645.8
1.8520          -2.2471      -5.9673       3.7201   639.6
1.8530          -2.2673      -5.9648       3.6974   635.7
1.8540          -2.3059      -5.9613       3.6555   628.4
1.8550          -2.3083      -5.9571       3.6488   627.3
1.8560          -2.3084      -5.9526       3.6442   626.5
1.8570          -2.3017      -5.9478       3.6461   626.8
1.8580          -2.2887      -5.9422       3.6535   628.1
1.8590          -2.2909      -5.9356       3.6447   626.6
1.8600          -2.2901      -5.9291       3.6389   625.6
1.8610          -2.3050      -5.9229       3.6179   622.0
1.8620          -2.3372      -5.9171       3.5799   615.4
1.8630          -2.3285      -5.9117       3.5832   616.0
1.8640          -2.3211      -5.9073       3.5861   616.5
1.8650          -2.3239      -5.9037       3.5797   615.4
1.8660          -2.3189      -5.9017       3.5828   615.9
1.8670          -2.2797      -5.9008       3.6211   622.5
1.8680          -2.2648      -5.9011       3.6363   625.1
1.8690          -2.2771      -5.9029       3.6258   623.3
1.8700          -2.2925      -5.9058       3.6133   621.2
1.8710          -2.3196      -5.9098       3.5902   617.2
1.8720          -2.2892      -5.9154       3.6263   623.4
1.8730          -2.2720      -5.9235       3.6516   627.8
1.8740          -2.2989      -5.9336       3.6347   624.9
1.8750          -2.3008      -5.9455       3.6447   626.6
1.8760          -2.2704      -5.9587       3.6883   634.1
1.8770          -2.2461      -5.9727       3.7266   640.7
1.8780          -2.2793      -5.9869       3.7076   637.4
1.8790          -2.2957      -6.0013       3.7056   637.1
1.8800          -2.2876      -6.0157       3.7281   640.9
1.8810          -2.3113      -6.0303       3.7190   639.4
1.8820          -2.3256      -6.0447       3.7191   639.4
1.8830          -2.3486      -6.0588       3.7102   637.9
1.8840          -2.3265      -6.0730       3.7465   644.1
1.8850          -2.2946      -6.0869       3.7923   652.0
1.8860          -2.3224      -6.1001       3.7777   649.5
1.8870          -2.3561      -6.1134       3.7573   646.0
1.8880          -2.3745      -6.1263       3.7518   645.0
1.8890          -2.3268      -6.1387       3.8119   655.3
1.8900          -2.3287      -6.1501       3.8214   657.0
1.8910          -2.3476      -6.1606       3.8130   655.5
1.8920          -2.3199      -6.1701       3.8502   661.9
1.8930          -2.3522      -6.1789       3.8267   657.9
1.8940          -2.3752      -6.1874       3.8121   655.4
1.8950          -2.3832      -6.1962       3.8130   655.5
1.8960          -2.3735      -6.2052       3.8316   658.7
1.8970          -2.3629      -6.2140       3.8510   662.1
1.8980          -2.3491      -6.2231       3.8741   666.0
1.8990          -2.3491      -6.2326       3.8836   667.7
1.9000          -2.3549      -6.2422       3.8873   668.3
1.9010          -2.3326      -6.2516       3.9190   673.7
1.9020          -2.3147      -6.2608       3.9461   678.4
1.9030          -2.3149      -6.2693       3.9545   679.8
1.9040          -2.3103      -6.2777       3.9673   682.1
1.9050          -2.3170      -6.2856       3.9687   682.3
1.9060          -2.3202      -6.2934       3.9733   683.1
1.9070          -2.3113      -6.3007       3.9894   685.9
1.9080          -2.3363      -6.3077       3.9713   682.7
1.9090          -2.3466      -6.3139       3.9673   682.0
1.9100          -2.3649      -6.3193       3.9544   679.8
1.9110          -2.3523      -6.3243       3.9720   682.9
1.9120          -2.3406      -6.3283       3.9876   685.6
1.9130          -2.2952      -6.3313       4.0361   693.9
1.9140          -2.3105      -6.3333       4.0228   691.6
1.9150          -2.2689      -6.3341       4.0652   698.9
1.9160          -2.3024      -6.3344       4.0320   693.2
1.9170          -2.2897      -6.3338       4.0441   695.3
1.9180          -2.3030      -6.3327       4.0297   692.8
1.9190          -2.3027      -6.3312       4.0285   692.6
1.9200          -2.2884      -6.3293       4.0408   694.7
1.9210          -2.3264      -6.3266       4.0002   687.7
1.9220          -2.3451      -6.3233       3.9782   683.9
1.9230          -2.3835      -6.3200       3.9365   676.8
1.9240          -2.4028      -6.3164       3.9136   672.8
1.9250          -2.4021      -6.3123       3.9102   672.2
1.9260          -2.3818      -6.3076       3.9258   674.9
1.9270          -2.4144      -6.3020       3.8876   668.4
1.9280          -2.4367      -6.2966       3.8598   663.6
1.9290          -2.4651      -6.2909       3.8258   657.7
1.9300          -2.4547      -6.2855       3.8308   658.6
1.9310          -2.4349      -6.2802       3.8453   661.1
1.9320          -2.4111      -6.2749       3.8638   664.3
1.9330          -2.3993      -6.2691       3.8698   665.3
1.9340          -2.3835      -6.2627       3.8793   666.9
1.9350          -2.3715      -6.2559       3.8844   667.8
1.9360          -2.3679      -6.2482       3.8803   667.1
1.9370          -2.3594      -6.2402       3.8809   667.2
1.9380          -2.3693      -6.2318       3.8624   664.0
1.9390          -2.4027      -6.2230       3.8203   656.8
1.9400          -2.3936      -6.2138       3.8202   656.8
1.9410          -2.3816      -6.2044       3.8228   657.2
1.9420          -2.3550      -6.1945       3.8395   660.1
1.9430          -2.3546      -6.1836       3.8290   658.3
1.9440          -2.3468      -6.1722       3.8255   657.7
1.9450          -2.3333      -6.1603       3.8271   657.9
1.9460          -2.3228      -6.1481       3.8253   657.6
1.9470          -2.3002      -6.1355       3.8353   659.4
1.9480          -2.3072      -6.1221       3.8149   655.9
1.9490          -2.2900      -6.1084       3.8184   656.4
1.9500          -2.2929      -6.0950       3.8022   653.7
1.9510          -2.2825      -6.0824       3.7998   653.3
1.9520          -2.3187      -6.0705       3.7518   645.0
1.9530          -2.3277      -6.0594       3.7317   641.5
1.9540          -2.3452      -6.0496       3.7044   636.9
1.9550          -2.3628      -6.0404       3.6776   632.3
1.9560          -2.3527      -6.0320       3.6793   632.5
1.9570          -2.3528      -6.0246       3.6718   631.3
1.9580          -2.3528      -6.0190       3.6661   630.3
1.9590          -2.3335      -6.0151       3.6815   632.9
1.9600          -2.3655      -6.0119       3.6464   626.9
1.9610          -2.3710      -6.0105       3.6394   625.7
1.9620          -2.3863      -6.0100       3.6237   623.0
1.9630          -2.3734      -6.0111       3.6377   625.4
1.9640          -2.3723      -6.0134       3.6412   626.0
1.9650          -2.3575      -6.0166       3.6591   629.1
1.9660          -2.3470      -6.0207       3.6737   631.6
1.9670          -2.3307      -6.0255       3.6948   635.2
1.9680          -2.3470      -6.0309       3.6840   633.3
1.9690          -2.4026      -6.0373       3.6348   624.9
1.9700          -2.3729      -6.0444       3.6716   631.2
1.9710          -2.3757      -6.0518       3.6761   632.0
1.9720          -2.3668      -6.0591       3.6923   634.8
1.9730          -2.4105      -6.0666       3.6561   628.6
1.9740          -2.4266      -6.0745       3.6479   627.1
1.9750          -2.4429      -6.0827       3.6399   625.8
1.9760          -2.4512      -6.0919       3.6408   625.9
1.9770          -2.4394      -6.1019       3.6626   629.7
1.9780          -2.4385      -6.1122       3.6737   631.6
1.9790          -2.4638      -6.1226       3.6587   629.0
1.9800          -2.4732      -6.1339       3.6608   629.4
1.9810          -2.4813      -6.1462       3.6649   630.1
1.9820          -2.4527      -6.1586       3.7058   637.1
1.9830          -2.4842      -6.1714       3.6872   633.9
1.9840          -2.4829      -6.1844       3.7015   636.4
1.9850          -2.4472      -6.1981       3.7509   644.9
1.9860          -2.4321      -6.2128       3.7807   650.0
1.9870          -2.4421      -6.2280       3.7859   650.9
1.9880          -2.4806      -6.2436       3.7630   646.9
1.9890          -2.4855      -6.2600       3.7745   648.9
1.9900          -2.5168      -6.2770       3.7602   646.4
1.9910          -2.5555      -6.2949       3.7394   642.9
1.9920          -2.5672      -6.3132       3.7461   644.0
1.9930          -2.5787      -6.3320       3.7533   645.3
1.9940          -2.5989      -6.3517       3.7528   645.2
1.9950          -2.5963      -6.3726       3.7763   649.2
1.9960          -2.6079      -6.3940       3.7861   650.9
1.9970          -2.6409      -6.4158       3.7750   649.0
1.9980          -2.6154      -6.4380       3.8226   657.2
1.9990          -2.6486      -6.4605       3.8119   655.3
2.0000          -2.6637      -6.4833       3.8196   656.7
2.0010          -2.6830      -6.5058       3.8228   657.2
2.0020          -2.6953      -6.5284       3.8331   659.0
2.0030          -2.7116      -6.5512       3.8396   660.1
